[2023-09-09 18:55:53.992 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - Activity started
[2023-09-09 18:56:50.540 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Setup results file before task execution
[2023-09-09 18:56:50.541 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-09 18:56:50.538 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Incrementing workflow iteration...
[2023-09-09 18:56:50.542 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Waiting for tokens...
[2023-09-09 18:56:50.545 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Received tokens: [InputToken{portName='IPortB', token={content='A10', iteration=10}}]
[2023-09-09 18:56:50.545 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Mapping task arguments...
[2023-09-09 18:56:50.548 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Task will be executed with the following arguments: {"arguments":["A10"],"constants":["10","B"],"currentIteration":10}
[2023-09-09 18:56:50.549 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Executing task
[2023-09-09 18:56:50.549 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Setup results file before task execution
[2023-09-09 18:56:50.550 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Executing task
[2023-09-09 18:56:51.343 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task execution finished with a running time of: 801ms
[2023-09-09 18:56:51.344 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Collecting task results...
[2023-09-09 18:56:51.349 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task results collected: [A8-B8-C8]
[2023-09-09 18:56:51.349 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Emit task results...
[2023-09-09 18:56:51.349 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Incrementing workflow iteration...
[2023-09-09 18:56:51.350 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Waiting for tokens...
[2023-09-09 18:56:51.383 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Task execution finished with a running time of: 10885ms
[2023-09-09 18:56:51.385 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Collecting task results...
[2023-09-09 18:56:51.387 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Task results collected: [A9-B9]
[2023-09-09 18:56:51.389 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Emit task results...
[2023-09-09 18:56:51.395 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Received tokens: [InputToken{portName='IPortC', token={content='A9-B9', iteration=9}}]
[2023-09-09 18:56:51.395 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Mapping task arguments...
[2023-09-09 18:56:51.396 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9-B9"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":9}
[2023-09-09 18:56:51.397 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-09 18:56:51.397 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Setup results file before task execution
[2023-09-09 18:56:51.398 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-09 18:56:51.402 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Incrementing workflow iteration...
[2023-09-09 18:56:51.404 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Waiting for tokens...
[2023-09-09 18:56:51.408 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Received tokens: [InputToken{portName='IPortB', token={content='A11', iteration=11}}]
[2023-09-09 18:56:51.409 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Mapping task arguments...
[2023-09-09 18:56:51.410 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Task will be executed with the following arguments: {"arguments":["A11"],"constants":["10","B"],"currentIteration":11}
[2023-09-09 18:56:51.411 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Executing task
[2023-09-09 18:56:51.412 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Setup results file before task execution
[2023-09-09 18:56:51.413 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Executing task
[2023-09-09 18:56:52.101 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task execution finished with a running time of: 703ms
[2023-09-09 18:56:52.107 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Collecting task results...
[2023-09-09 18:56:52.108 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task results collected: [A9-B9-C9]
[2023-09-09 18:56:52.109 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Emit task results...
[2023-09-09 18:56:52.109 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Incrementing workflow iteration...
[2023-09-09 18:56:52.110 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Waiting for tokens...
[2023-09-09 18:57:01.245 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Task execution finished with a running time of: 10695ms
[2023-09-09 18:57:01.247 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Collecting task results...
[2023-09-09 18:57:01.249 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Task results collected: [A10-B10]
[2023-09-09 18:57:01.249 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Emit task results...
[2023-09-09 18:57:01.252 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 10] - Incrementing workflow iteration...
[2023-09-09 18:57:01.253 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Waiting for tokens...
[2023-09-09 18:57:01.252 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Received tokens: [InputToken{portName='IPortC', token={content='A10-B10', iteration=10}}]
[2023-09-09 18:57:01.252 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Mapping task arguments...
[2023-09-09 18:57:01.254 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Task will be executed with the following arguments: {"arguments":["A10-B10"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":10}
[2023-09-09 18:57:01.255 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Executing task
[2023-09-09 18:57:01.255 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Setup results file before task execution
[2023-09-09 18:57:01.257 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Executing task
[2023-09-09 18:57:01.268 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Received tokens: [InputToken{portName='IPortB', token={content='A12', iteration=12}}]
[2023-09-09 18:57:01.270 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Mapping task arguments...
[2023-09-09 18:57:01.273 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Task will be executed with the following arguments: {"arguments":["A12"],"constants":["10","B"],"currentIteration":12}
[2023-09-09 18:57:01.277 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Executing task
[2023-09-09 18:57:01.277 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Setup results file before task execution
[2023-09-09 18:57:01.278 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Executing task
[2023-09-09 18:57:01.955 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Task execution finished with a running time of: 697ms
[2023-09-09 18:57:01.956 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Collecting task results...
[2023-09-09 18:57:01.957 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Task results collected: [A10-B10-C10]
[2023-09-09 18:57:01.958 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Emit task results...
[2023-09-09 18:57:01.958 | workflowName: LongRunningWorkflow | activityName: C | iteration: 10] - Incrementing workflow iteration...
[2023-09-09 18:57:01.959 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Waiting for tokens...
[2023-09-09 18:57:02.120 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Task execution finished with a running time of: 10707ms
[2023-09-09 18:57:02.123 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Collecting task results...
[2023-09-09 18:57:02.129 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Task results collected: [A11-B11]
[2023-09-09 18:57:02.130 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Emit task results...
[2023-09-09 18:57:02.137 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Received tokens: [InputToken{portName='IPortC', token={content='A11-B11', iteration=11}}]
[2023-09-09 18:57:02.137 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Mapping task arguments...
[2023-09-09 18:57:02.138 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Task will be executed with the following arguments: {"arguments":["A11-B11"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":11}
[2023-09-09 18:57:02.135 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 11] - Incrementing workflow iteration...
[2023-09-09 18:57:02.138 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Executing task
[2023-09-09 18:57:02.139 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Setup results file before task execution
[2023-09-09 18:57:02.139 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Executing task
[2023-09-09 18:57:02.138 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Waiting for tokens...
[2023-09-09 18:57:02.150 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Received tokens: [InputToken{portName='IPortB', token={content='A13', iteration=13}}]
[2023-09-09 18:57:02.151 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Mapping task arguments...
[2023-09-09 18:57:02.151 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Task will be executed with the following arguments: {"arguments":["A13"],"constants":["10","B"],"currentIteration":13}
[2023-09-09 18:57:02.152 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Executing task
[2023-09-09 18:57:02.152 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Setup results file before task execution
[2023-09-09 18:57:02.153 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Executing task
[2023-09-09 18:57:02.908 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Task execution finished with a running time of: 769ms
[2023-09-09 18:57:02.910 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Collecting task results...
[2023-09-09 18:57:02.912 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Task results collected: [A11-B11-C11]
[2023-09-09 18:57:02.913 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Emit task results...
[2023-09-09 18:57:02.914 | workflowName: LongRunningWorkflow | activityName: C | iteration: 11] - Incrementing workflow iteration...
[2023-09-09 18:57:02.915 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Waiting for tokens...
[2023-09-09 18:57:12.025 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Task execution finished with a running time of: 10746ms
[2023-09-09 18:57:12.027 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Collecting task results...
[2023-09-09 18:57:12.029 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Task results collected: [A12-B12]
[2023-09-09 18:57:12.030 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Emit task results...
[2023-09-09 18:57:12.036 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Received tokens: [InputToken{portName='IPortC', token={content='A12-B12', iteration=12}}]
[2023-09-09 18:57:12.037 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Mapping task arguments...
[2023-09-09 18:57:12.039 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Task will be executed with the following arguments: {"arguments":["A12-B12"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":12}
[2023-09-09 18:57:12.034 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 12] - Incrementing workflow iteration...
[2023-09-09 18:57:12.041 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Waiting for tokens...
[2023-09-09 18:57:12.040 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Executing task
[2023-09-09 18:57:12.041 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Setup results file before task execution
[2023-09-09 18:57:12.043 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Received tokens: [InputToken{portName='IPortB', token={content='A14', iteration=14}}]
[2023-09-09 18:57:12.043 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Executing task
[2023-09-09 18:57:12.043 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Mapping task arguments...
[2023-09-09 18:57:12.044 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Task will be executed with the following arguments: {"arguments":["A14"],"constants":["10","B"],"currentIteration":14}
[2023-09-09 18:57:12.045 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Executing task
[2023-09-09 18:57:12.045 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Setup results file before task execution
[2023-09-09 18:57:12.046 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Executing task
[2023-09-09 18:57:12.696 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Task execution finished with a running time of: 652ms
[2023-09-09 18:57:12.697 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Collecting task results...
[2023-09-09 18:57:12.699 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Task results collected: [A12-B12-C12]
[2023-09-09 18:57:12.700 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Emit task results...
[2023-09-09 18:57:12.701 | workflowName: LongRunningWorkflow | activityName: C | iteration: 12] - Incrementing workflow iteration...
[2023-09-09 18:57:12.702 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Waiting for tokens...
[2023-09-09 18:57:12.797 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Task execution finished with a running time of: 10643ms
[2023-09-09 18:57:12.799 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Collecting task results...
[2023-09-09 18:57:12.800 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Task results collected: [A13-B13]
[2023-09-09 18:57:12.800 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Emit task results...
[2023-09-09 18:57:12.804 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Received tokens: [InputToken{portName='IPortC', token={content='A13-B13', iteration=13}}]
[2023-09-09 18:57:12.805 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Mapping task arguments...
[2023-09-09 18:57:12.807 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Task will be executed with the following arguments: {"arguments":["A13-B13"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":13}
[2023-09-09 18:57:12.808 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Executing task
[2023-09-09 18:57:12.809 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Setup results file before task execution
[2023-09-09 18:57:12.810 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Executing task
[2023-09-09 18:57:12.803 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 13] - Incrementing workflow iteration...
[2023-09-09 18:57:12.812 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Waiting for tokens...
[2023-09-09 18:57:12.817 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Received tokens: [InputToken{portName='IPortB', token={content='A15', iteration=15}}]
[2023-09-09 18:57:12.818 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Mapping task arguments...
[2023-09-09 18:57:12.819 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Task will be executed with the following arguments: {"arguments":["A15"],"constants":["10","B"],"currentIteration":15}
[2023-09-09 18:57:12.821 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Executing task
[2023-09-09 18:57:12.821 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Setup results file before task execution
[2023-09-09 18:57:12.827 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Executing task
[2023-09-09 18:57:13.500 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Task execution finished with a running time of: 690ms
[2023-09-09 18:57:13.502 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Collecting task results...
[2023-09-09 18:57:13.503 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Task results collected: [A13-B13-C13]
[2023-09-09 18:57:13.504 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Emit task results...
[2023-09-09 18:57:13.505 | workflowName: LongRunningWorkflow | activityName: C | iteration: 13] - Incrementing workflow iteration...
[2023-09-09 18:57:13.507 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Waiting for tokens...
[2023-09-09 18:57:22.745 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Task execution finished with a running time of: 10699ms
[2023-09-09 18:57:22.747 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Collecting task results...
[2023-09-09 18:57:22.748 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Task results collected: [A14-B14]
[2023-09-09 18:57:22.748 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Emit task results...
[2023-09-09 18:57:22.754 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Received tokens: [InputToken{portName='IPortC', token={content='A14-B14', iteration=14}}]
[2023-09-09 18:57:22.754 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Mapping task arguments...
[2023-09-09 18:57:22.753 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 14] - Incrementing workflow iteration...
[2023-09-09 18:57:22.755 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Task will be executed with the following arguments: {"arguments":["A14-B14"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":14}
[2023-09-09 18:57:22.754 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Waiting for tokens...
[2023-09-09 18:57:22.756 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Executing task
[2023-09-09 18:57:22.756 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Setup results file before task execution
[2023-09-09 18:57:22.756 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Executing task
[2023-09-09 18:57:22.761 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Received tokens: [InputToken{portName='IPortB', token={content='A16', iteration=16}}]
[2023-09-09 18:57:22.761 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Mapping task arguments...
[2023-09-09 18:57:22.762 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Task will be executed with the following arguments: {"arguments":["A16"],"constants":["10","B"],"currentIteration":16}
[2023-09-09 18:57:22.763 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Executing task
[2023-09-09 18:57:22.764 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Setup results file before task execution
[2023-09-09 18:57:22.766 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Executing task
[2023-09-09 18:57:23.421 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Task execution finished with a running time of: 664ms
[2023-09-09 18:57:23.422 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Collecting task results...
[2023-09-09 18:57:23.424 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Task results collected: [A14-B14-C14]
[2023-09-09 18:57:23.425 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Emit task results...
[2023-09-09 18:57:23.426 | workflowName: LongRunningWorkflow | activityName: C | iteration: 14] - Incrementing workflow iteration...
[2023-09-09 18:57:23.427 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Waiting for tokens...
[2023-09-09 18:57:23.530 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Task execution finished with a running time of: 10702ms
[2023-09-09 18:57:23.531 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Collecting task results...
[2023-09-09 18:57:23.533 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Task results collected: [A15-B15]
[2023-09-09 18:57:23.534 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Emit task results...
[2023-09-09 18:57:23.536 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 15] - Incrementing workflow iteration...
[2023-09-09 18:57:23.537 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Waiting for tokens...
[2023-09-09 18:57:23.538 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Received tokens: [InputToken{portName='IPortC', token={content='A15-B15', iteration=15}}]
[2023-09-09 18:57:23.538 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Mapping task arguments...
[2023-09-09 18:57:23.539 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Task will be executed with the following arguments: {"arguments":["A15-B15"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":15}
[2023-09-09 18:57:23.540 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Executing task
[2023-09-09 18:57:23.540 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Setup results file before task execution
[2023-09-09 18:57:23.541 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Executing task
[2023-09-09 18:57:23.543 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Received tokens: [InputToken{portName='IPortB', token={content='A17', iteration=17}}]
[2023-09-09 18:57:23.544 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Mapping task arguments...
[2023-09-09 18:57:23.544 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Task will be executed with the following arguments: {"arguments":["A17"],"constants":["10","B"],"currentIteration":17}
[2023-09-09 18:57:23.545 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Executing task
[2023-09-09 18:57:23.545 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Setup results file before task execution
[2023-09-09 18:57:23.546 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Executing task
[2023-09-09 18:57:24.158 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Task execution finished with a running time of: 614ms
[2023-09-09 18:57:24.162 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Collecting task results...
[2023-09-09 18:57:24.168 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Task results collected: [A15-B15-C15]
[2023-09-09 18:57:24.169 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Emit task results...
[2023-09-09 18:57:24.170 | workflowName: LongRunningWorkflow | activityName: C | iteration: 15] - Incrementing workflow iteration...
[2023-09-09 18:57:24.172 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Waiting for tokens...
[2023-09-09 18:57:33.358 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Task execution finished with a running time of: 10589ms
[2023-09-09 18:57:33.358 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Collecting task results...
[2023-09-09 18:57:33.359 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Task results collected: [A16-B16]
[2023-09-09 18:57:33.359 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Emit task results...
[2023-09-09 18:57:33.361 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 16] - Incrementing workflow iteration...
[2023-09-09 18:57:33.361 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Waiting for tokens...
[2023-09-09 18:57:33.362 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Received tokens: [InputToken{portName='IPortC', token={content='A16-B16', iteration=16}}]
[2023-09-09 18:57:33.363 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Mapping task arguments...
[2023-09-09 18:57:33.363 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Task will be executed with the following arguments: {"arguments":["A16-B16"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":16}
[2023-09-09 18:57:33.364 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Executing task
[2023-09-09 18:57:33.364 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Setup results file before task execution
[2023-09-09 18:57:33.365 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Executing task
[2023-09-09 18:57:33.367 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Received tokens: [InputToken{portName='IPortB', token={content='A18', iteration=18}}]
[2023-09-09 18:57:33.368 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Mapping task arguments...
[2023-09-09 18:57:33.368 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Task will be executed with the following arguments: {"arguments":["A18"],"constants":["10","B"],"currentIteration":18}
[2023-09-09 18:57:33.369 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Executing task
[2023-09-09 18:57:33.369 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Setup results file before task execution
[2023-09-09 18:57:33.369 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Executing task
[2023-09-09 18:57:33.880 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Task execution finished with a running time of: 515ms
[2023-09-09 18:57:33.882 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Collecting task results...
[2023-09-09 18:57:33.883 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Task results collected: [A16-B16-C16]
